"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct","chosen_dev"
"4076",4146,1,1,2,1,146,146,0,1,848733.369421993,1,18,0,0.85,0.15,0,2,0,0,0,1,70,2,1,1.69037467638298,0,1,848733.721031734,1,848734.155510452,0,0.85,1,0.72428323228153,0.126730426632722,0,1,0.48532864260265,0,1,1,0,0,2,0,848735.906041719,848736.452769715,0,0,1.22222222222222,0,0,1,0,848736.453459155,848177.043468549,"10","fill",1,1,0
"4077",4147,1,2,1,1,147,147,0,1,848736.897628072,2,18,0,0.85,0.15,0,2,0,0,0,1,70,2,2,1.32695281177355,0,1,848737.257247575,2,848737.819888241,0,0.85,1,0.947174533730704,0.337382335766318,0,1,0.272065153785337,0,1,1,0,0,2,0,848739.225452724,848739.777944671,0,0,1.22222222222222,0,0,1,0,848739.778628678,848177.043468549,"10","fill",1,1,0
"4078",4148,1,1,2,1,148,148,0,1,848740.235173712,3,18,0,0.85,0.15,0,2,0,0,0,1,70,3,2,1.75646239499576,0,1,848740.593104631,1,848741.01980692,0,0.85,1,0.713606332892222,0.251066492436683,1,0,0.979019562554792,1,0,1,0,0,1,0,848742.844916374,848743.382133474,0,0,1.22222222222222,0,0,1,0,848743.382792728,848177.043468549,"10","fill",1,1,0
"4079",4149,1,2,1,1,149,149,0,1,848743.838747935,4,18,0,0.85,0.15,0,2,0,0,0,1,70,4,2,1.59496649406275,0,1,848744.196038314,2,848744.716174258,0,0.85,1,0.589651693164277,0.555939332830946,1,0,0.977190702790053,1,0,1,0,0,1,0,848746.397804054,848746.932438771,0,0,1.22222222222222,0,0,1,0,848746.933101346,848177.043468549,"10","fill",1,1,0
"4080",4150,1,2,1,1,150,150,0,1,848747.37564869,5,18,0,0.85,0.15,0,2,0,0,0,1,70,4,3,0.736312090389379,0,1,848747.732348335,2,848748.220270753,0,0.85,1,0.370150704570588,0.826233850608159,0,1,0.166699743758385,0,1,1,0,0,2,0,848749.033229575,848749.567737815,0,0,1.22222222222222,0,0,1,0,848749.568397673,848177.043468549,"10","fill",1,1,0
"4081",4151,1,2,1,1,151,151,0,1,848749.987205811,6,18,0,0.85,0.15,0,2,0,0,0,1,70,4,4,1.19975699105364,0,1,848750.351094471,2,848751.147273088,0,0.85,1,0.236235925064486,0.398471485997383,0,1,0.759529785455392,0,1,1,0,0,2,0,848752.419259715,848752.953707281,0,0,1.11111111111111,0,0,1,0,848752.954372271,848177.043468549,"10","fill",1,1,0
"4082",4152,1,1,2,1,152,152,0,1,848753.402695941,7,18,0,0.85,0.15,0,2,0,0,0,1,70,4,5,1.94772155069444,0,1,848753.770354186,1,848754.203476361,0,0.85,1,0.997430643499236,0.307936144150255,0,1,0.486009600266725,0,1,1,0,0,2,0,848756.222341489,848756.750880516,0,1,1.11111111111111,0,1,1,0,848756.751752277,848177.043468549,"10","fill",1,1,0
"4083",4153,1,1,2,1,153,153,0,1,848757.197222195,1,19,0,0,0,0,0,0,8,0,1,70,4,5,1.68576935659056,0,1,848757.556775593,1,848758.044331557,0,0,1,0.0559515092276038,0.542543556502119,0,0,0.0985283075120289,0,0,0,0,1,0,0,848759.808532699,848760.338281567,0,1,1.11111111111111,0,0,1,0,848760.339638714,848177.043468549,"10","extinction",2,0,0
"4084",4154,1,1,2,1,154,154,0,1,848760.629661571,2,19,0,0,0,0,0,0,8,0,1,70,4,5,2.78929755185629,0,2,848760.992826681,2,848761.883715202,0,0,0,0.167624134559733,0.197012421267758,0,0,0.0312668875452873,0,0,0,0,1,0,0,848764.745835587,848765.279094744,0,1,1.11111111111111,0,0,1,0,848765.280449476,848177.043468549,"10","extinction",2,1,3.82890660210391e-08
"4085",4155,1,1,2,1,155,155,0,1,848765.567062562,3,19,0,0,0,0,0,0,8,0,1,70,4,5,2.08593886490891,0,1,848765.930173338,1,848766.412016064,0,0,1,0.670377151901612,0.483152700461489,0,0,0.962895292822218,0,0,0,0,1,0,0,848768.565661344,848769.104425458,0,1,1.11111111111111,0,0,1,0,848769.105775059,848177.043468549,"10","extinction",2,0,0.289180974842144
"4086",4156,1,2,1,1,156,156,0,1,848769.392592803,4,19,0,0,0,0,0,0,8,0,1,70,4,5,1.44066839165205,0,2,848769.749982794,1,848770.683197035,0,0,0,0.99236012106926,0.171846456938113,0,0,0.774553458113113,0,0,0,0,1,0,0,848772.185180534,848772.720971966,0,1,1.11111111111111,0,0,1,0,848772.722430235,848177.043468549,"10","extinction",2,1,2.62648285954236e-08
"4087",4157,1,1,2,1,157,157,0,1,848773.005571366,5,19,0,0,0,0,0,0,8,0,1,70,4,5,1.37581175289091,0,1,848773.369500778,1,848774.075473794,0,0,1,0.367577345320289,0.92067366329225,0,0,0.481390489353406,0,0,0,0,1,0,0,848775.521129052,848776.055543414,0,1,1.22222222222222,0,0,1,0,848776.056867659,848177.043468549,"10","extinction",2,0,0.0962479970044899
"4088",4158,1,1,2,1,158,158,0,1,848776.343416147,6,19,0,0,0,0,0,0,8,0,1,70,4,5,0.702139428204185,0,2,848776.70558181,2,848777.563471978,0,0,0,0.178515642644512,0.524216507045346,0,0,0.183224008023585,0,0,0,0,1,0,0,848778.340136777,848778.882629122,0,1,1.22222222222222,0,0,1,0,848778.88399291,848177.043468549,"10","extinction",2,1,1.8112648407851e-08
"4089",4159,1,2,1,1,159,159,0,1,848779.170788316,7,19,0,0,0,0,0,0,8,0,1,70,4,5,2.11162334023912,0,1,848779.524507129,2,848779.995512601,0,0,1,0.435942190105458,0.408469123371214,0,0,0.50247833789481,0,0,0,0,1,0,0,848782.176494311,848782.708415036,0,1,1.33333333333333,0,0,0,0,848782.709762222,848177.043468549,"10","extinction",2,0,0.0347588528206314
"4090",4160,1,2,1,1,160,160,0,1,848782.994848818,8,19,0,0,0,0,0,0,8,0,1,70,4,5,1.70255911550883,0,1,848783.360868888,2,848783.771758725,0,0,1,0.547448565294267,0.520541334473868,0,0,0.798614953758,0,0,0,0,1,0,0,848785.545927472,848786.081896396,0,1,1.33333333333333,0,1,0,0,848786.083552682,848177.043468549,"10","extinction",2,0,0.0134158020860273
"4091",4161,1,1,2,1,161,161,0,1,848786.370923729,1,20,0,0.85,0.85,0,0,2,20,2,1,75,0,5,1.85604308370226,0,2,848786.730313822,2,848787.498823967,0.85,0,0,0.200054597317318,0.289549510888992,1,0,0.660435498434788,1,0,1,0,1,1,0,848789.415743388,848789.955190001,1,1,1.33333333333333,1,0,0,0,848791.388921322,848177.043468549,"10","reinstatement",2,1,1.25470029267412e-08
"4092",4162,1,1,2,1,162,162,0,1,848791.915988496,2,20,0,0.85,0.85,0,0,2,20,2,1,75,0,5,1.4818995503712,0,1,848792.267983405,1,848793.307094353,0,0.85,1,0.683205480112061,0.846385302923892,0,1,0.24512742275297,0,0,1,0,1,2,1,848794.834395164,848794.886212159,0,1,1.44444444444444,0,0,0,0,848795.649979836,848177.043468549,"10","reinstatement",2,0,0.00547777714242725
"4093",4163,1,2,1,1,163,163,0,1,848796.095378516,3,20,0,0.85,0.85,0,0,2,20,2,1,75,0,5,1.13201007631496,0,1,848796.454656318,2,848797.211407943,0,0.85,1,0.370495378377751,0.377346268161857,0,1,0.317748079956923,0,0,1,0,1,2,1,848798.38758289,848798.442500254,0,1,1.44444444444444,0,0,0,0,848799.187041178,848177.043468549,"10","reinstatement",2,0,0.701399442921522
"4094",4164,1,2,1,1,164,164,0,1,848799.642150281,4,20,0,0.85,0.85,0,0,2,20,2,1,75,1,5,2.48775893631046,0,2,848800.007553054,1,848800.55548908,0.85,0,0,0.0692763433799644,0.333443423173371,1,0,0.20239710006155,1,0,1,0,1,1,0,848803.110070477,848803.645024861,0,1,1.33333333333333,0,0,0,0,848803.645754448,848177.043468549,"10","reinstatement",2,1,4.25749063967529e-09
"4095",4165,1,2,1,1,165,165,0,1,848804.095768515,5,20,0,0.85,0.85,0,0,2,20,2,1,75,1,5,1.48368958858658,0,2,848804.461208416,1,848805.626777029,0.85,0,0,0.930873014643096,0.906913005731858,0,0,0.368641190152903,0,0,0,0,1,0,0,848807.179950266,848807.716573313,0,1,1.44444444444444,0,0,0,0,848807.717951891,848177.043468549,"10","reinstatement",2,1,2.98513835933489e-09
"4096",4166,1,2,1,1,166,166,0,1,848808.004283344,6,20,0,0.85,0.85,0,0,2,20,2,1,75,1,5,2.42127953550945,0,1,848808.364226136,2,848809.450925975,0,0.85,1,0.0945263565579557,0.857172942433638,0,0,0.540732779698206,0,0,0,0,1,0,0,848811.950511224,848812.485284796,0,1,1.44444444444444,0,0,0,0,848812.486644357,848177.043468549,"10","reinstatement",2,0,0.900059757907406
"4097",4167,1,2,1,1,167,167,0,1,848812.773832781,7,20,0,0.85,0.85,0,0,2,20,2,1,75,2,5,1.53353708651387,0,2,848813.134719479,1,848813.627044172,0.85,0,0,0.748367460682524,0.682303396678056,1,0,0.0910138471943031,1,0,1,0,1,1,0,848815.236435775,848815.773234501,0,1,1.44444444444444,0,0,0,0,848815.773946279,848177.043468549,"10","reinstatement",2,1,2.09721077176761e-09
"4098",4168,1,1,2,1,168,168,0,1,848816.207110714,8,20,0,0.85,0.85,0,0,2,20,2,1,75,3,5,1.36749630597401,0,2,848816.570939003,2,848817.083201623,0.85,0,0,0.549874699636427,0.0616131253909549,1,0,0.164477114916542,1,0,1,0,1,1,0,848818.522499481,848819.059915504,0,1,1.44444444444444,0,0,0,0,848819.060639658,848177.043468549,"10","reinstatement",2,1,1.47592270519081e-09
"4099",4169,1,1,2,1,169,169,0,1,848819.509773511,9,20,0,0.85,0.85,0,0,2,20,2,1,75,3,5,1.3131487853144,0,2,848819.873591235,2,848820.858280468,0.85,0,0,0.884660037918554,0.982101534686747,0,0,0.920667859049945,0,0,0,0,1,0,0,848822.225389938,848822.759496105,0,1,1.55555555555556,0,0,0,0,848822.760898229,848177.043468549,"10","reinstatement",2,1,1.04022163072148e-09
"4100",4170,1,1,2,1,170,170,0,1,848823.047949006,10,20,0,0.85,0.85,0,0,2,20,2,1,75,4,5,1.24407433102704,0,2,848823.409691165,2,848824.026382865,0.85,0,0,0.681519955067987,0.706058610760671,1,0,0.0911660635602657,1,0,1,0,1,1,0,848825.344536336,848825.878433014,0,1,1.66666666666667,0,0,0,0,848825.879151735,848177.043468549,"10","reinstatement",2,1,7.34077678324341e-10
"4101",4171,1,2,1,1,171,171,0,1,848826.328309434,11,20,0,0.85,0.85,0,0,2,20,2,1,75,4,5,0.835422959011652,0,2,848826.6956133,1,848827.450778971,0.85,0,0,0.277296101375663,0.831371034379679,0,1,0.875769755186483,0,0,1,0,1,2,1,848828.331996612,848828.383917748,0,1,1.66666666666667,0,0,0,0,848829.128507573,848177.043468549,"10","reinstatement",2,1,5.18607355282086e-10
"4102",4172,1,1,2,1,172,172,0,1,848829.578113529,12,20,0,0.85,0.85,0,0,2,20,2,1,75,4,5,1.94881002140769,0,2,848829.948311596,2,848830.458671916,0.85,0,0,0.325843030023468,0.511819377920571,0,1,0.91103827380643,0,0,1,0,1,2,1,848832.447728409,848832.499440056,0,1,1.77777777777778,0,0,0,1,848833.275820205,848177.043468549,"10","reinstatement",2,1,0.699051190243067
"4103",4173,1,2,1,1,173,173,0,1,848833.716815703,13,20,0,0.85,0.85,0,0,2,20,2,1,85,0,0,1.12259312854361,0,2,848834.08492462,1,848835.594967387,0.85,0,0,0.829087805967785,0.0971738600485607,1,0,0.0678993668244879,1,0,1,0,1,1,0,848836.787148579,848837.325554088,1,1,1.88888888888889,3,1,0,1,848839.625277406,848177.043468549,"10","reinstatement",2,1,0.899008945137056
"4104",4174,1,2,1,1,174,174,0,1,848840.158819705,1,21,0,0.85,0.85,0,0,0,4,0,3,85,0,1,1.73375935465096,0,1,848840.506873575,2,848841.338348579,0,0.85,1,0.759552405948441,0.564899665093806,0,1,0.54702553526632,0,1,1,0,0,2,0,848843.142134283,848843.671525148,0,0,1.88888888888889,0,0,0,1,848843.67221489,848177.043468549,"10","post",3,0,0.0309984741087971
"4105",4175,1,1,2,1,175,175,0,1,848844.114902597,2,21,0,0.85,0.85,0,0,0,4,0,3,85,0,2,1.72509804440658,0,1,848844.460009442,1,848845.514517187,0,0.85,1,0.379988989871307,0.507674159457379,0,1,0.0722325573018585,0,1,1,0,0,2,0,848847.312259119,848847.866724905,0,0,1.77777777777778,0,0,0,1,848847.867457209,848177.043468549,"10","post",3,0,0
"4106",4176,1,2,1,1,176,176,0,1,848848.315765484,3,21,0,0.85,0.85,0,0,0,4,0,3,85,0,3,1.28852665117329,0,1,848848.663392831,2,848849.24265251,0,0.85,1,0.395124335695427,0.808724947788455,0,1,0.331427278049555,0,1,1,0,0,2,0,848850.598238607,848851.128765358,0,0,1.77777777777778,0,0,0,1,848851.129468986,848177.043468549,"10","post",3,0,0
"4107",4177,1,1,2,1,177,177,0,1,848851.582935386,4,21,0,0.85,0.85,0,0,0,4,0,3,85,0,4,1.27829683295331,0,1,848851.93267754,1,848852.410861462,0,0.85,1,0.765361551374465,0.304118210564675,0,1,0.749309422494748,0,1,1,0,0,2,0,848853.750751019,848854.300990814,0,0,1.66666666666667,0,1,0,0,848854.302006863,848177.043468549,"10","post",3,0,0
"4108",4178,1,2,1,1,178,178,0,1,848854.745385519,1,2,0.85,0,0,0.15,0,1,20,0,3,85,1,4,2.33269700535209,0,1,848855.085213497,2,848855.578094211,0.85,0,1,0.335434613580208,0.378729417161508,1,0,0.466764547653947,1,0,1,0,0,1,0,848857.98744307,848858.522833938,0,0,1.55555555555556,0,0,0,0,848858.523523378,848177.043468549,"10","learning",1,1,0
"4109",4179,1,1,2,1,179,179,0,1,848858.973678412,2,2,0.85,0,0,0.15,0,1,20,0,3,85,1,4,1.75516260101556,0,2,848859.321929395,2,848859.785892554,0,0.15,0,0.148922866385872,0.196248090722445,0,0,0.826702057656849,0,0,0,0,0,0,0,848861.607036819,848862.138208035,0,0,1.44444444444444,0,0,0,0,848862.139574237,848177.043468549,"10","learning",1,0,0
"4110",4180,1,2,1,1,180,180,0,1,848862.42621298,3,2,0.85,0,0,0.15,0,1,20,0,3,85,2,4,1.39161711476694,0,1,848862.791260167,2,848863.17829247,0.85,0,1,0.613090255036902,0.975806035211488,1,0,0.0481102720251079,1,0,1,0,0,1,0,848864.642787802,848865.177334075,0,0,1.44444444444444,0,0,0,0,848865.178110149,848177.043468549,"10","learning",1,1,0
"4111",4181,1,2,1,1,181,181,0,1,848865.632934903,4,2,0.85,0,0,0.15,0,1,20,0,3,85,3,4,1.23924158151209,0,1,848865.993833675,2,848866.794487617,0.85,0,1,0.658979583357637,0.48551245730604,1,0,0.15449656553558,1,0,1,0,0,1,0,848868.095585288,848868.63813408,0,0,1.33333333333333,0,0,0,0,848868.638846763,848177.043468549,"10","learning",1,1,0
"4112",4182,1,2,1,1,182,182,0,1,848869.076936893,5,2,0.85,0,0,0.15,0,1,20,0,3,85,4,4,1.03484141221226,0,1,848869.430070707,2,848870.234458614,0.85,0,1,0.588221233013241,0.310022102189462,1,0,0.14098801640977,1,0,1,0,0,1,0,848871.348251285,848871.885660667,0,0,1.22222222222222,0,0,1,0,848871.88639599,848177.043468549,"10","learning",1,1,0
"4113",4183,1,1,2,1,183,183,0,1,848872.338416497,6,2,0.85,0,0,0.15,0,1,20,0,3,90,0,4,1.91102304743748,0,1,848872.69937232,1,848874.105714084,0.85,0,1,0.06533522009462,0.532238454011369,1,0,0.363413319717423,1,0,1,0,0,1,0,848876.085378009,848876.634650354,1,0,1.11111111111111,1,0,1,0,848878.033956446,848177.043468549,"10","learning",1,1,0
"4114",4184,1,2,1,1,184,184,0,1,848878.546832438,7,2,0.85,0,0,0.15,0,1,20,0,3,95,0,0,2.25198286820519,0,2,848878.904252313,1,848879.60992619,0,0.15,0,0.262497997753298,0.0242109847449256,0,1,0.617440408002334,0,1,1,0,0,2,0,848881.940105324,848882.494827386,0,1,1.11111111111111,2,0,1,0,848883.86983614,848177.043468549,"10","learning",1,0,0
"4115",4185,1,2,1,1,185,185,0,1,848884.385359113,8,2,0.85,0,0,0.15,0,1,20,0,3,95,0,0,1.91180380662032,0,2,848884.725733149,1,848885.434210669,0,0.15,0,0.534397394771254,0.489040168878083,0,0,0.83400988298249,0,0,0,0,0,0,0,848887.411147622,848887.965537945,0,0,1.22222222222222,0,0,1,0,848887.966957274,848177.043468549,"10","learning",1,0,0
"4116",4186,1,2,1,1,186,186,0,1,848888.255490167,9,2,0.85,0,0,0.15,0,1,20,0,3,95,0,0,1.25501052551105,0,1,848888.612028923,2,848889.065284023,0.85,0,1,0.883614949126638,0.686190779272527,0,0,0.0581450233457383,0,0,0,0,0,0,0,848890.396832982,848890.92924694,0,0,1.33333333333333,0,0,0,0,848890.930694041,848177.043468549,"10","learning",1,1,0
"4117",4187,1,1,2,1,187,187,0,1,848891.217337311,10,2,0.85,0,0,0.15,0,1,20,0,3,95,1,0,1.20606281383745,0,1,848891.581062064,1,848892.441540048,0.85,0,1,0.49043510165046,0.915905537293944,1,0,0.808164884961383,1,0,1,0,0,1,0,848893.716210783,848894.270823573,0,0,1.33333333333333,0,0,0,0,848894.271607193,848177.043468549,"10","learning",1,1,0
"4118",4188,1,1,2,1,188,188,0,1,848894.707326239,11,2,0.85,0,0,0.15,0,1,20,0,3,95,2,0,1.7202648645896,0,1,848895.067217112,1,848895.73753906,0.85,0,1,0.623226315419371,0.326003738651232,1,0,0.306818190837351,1,0,1,0,0,1,0,848897.535892855,848898.067094257,0,0,1.33333333333333,0,0,0,0,848898.067813882,848177.043468549,"10","learning",1,1,0
"4119",4189,1,1,2,1,189,189,0,1,848898.511540881,12,2,0.85,0,0,0.15,0,1,20,0,3,95,3,0,1.45181976420634,0,1,848898.870456154,1,848899.097899622,0.85,0,1,0.588045544433805,0.700960817982532,1,0,0.18676741003677,1,0,1,0,0,1,0,848900.621784926,848901.183592467,0,0,1.22222222222222,0,1,1,0,848901.184716581,848177.043468549,"10","learning",1,1,0
"4120",4190,1,1,2,1,190,190,0,1,848901.619934244,1,3,0.85,0,0,0.15,1,0,0,0,2,95,4,0,1.08212654674342,0,1,848901.989566027,1,848902.650038094,0.85,0,1,0.418785728941915,0.158119866772944,1,0,0.703423276377269,1,0,1,0,0,1,0,848903.807617471,848904.340834368,0,0,1.22222222222222,0,0,1,0,848904.341501471,848177.043468549,"10","fill",1,1,0
"4121",4191,1,1,2,1,191,191,0,1,848904.79727496,2,3,0.85,0,0,0.15,1,0,0,0,2,95,4,1,1.74642190061879,0,1,848905.158734883,1,848906.490209887,0.85,0,1,0.352114939925842,0.868167476124341,0,1,0.952208391147307,0,1,1,0,0,2,0,848908.311272048,848908.843708646,0,0,1.22222222222222,0,0,1,0,848908.844373636,848177.043468549,"10","fill",1,1,0
"4122",4192,1,2,1,1,192,192,0,1,848909.283975463,3,3,0.85,0,0,0.15,1,0,0,0,2,95,4,1,3.47640837324994,0,2,848909.645596275,1,848910.857424101,0,0.15,0,0.504097868629942,0.968953053632581,0,0,0.499458271025531,0,0,0,0,0,0,0,848914.399490828,848914.93391485,0,0,1.22222222222222,0,0,1,0,848914.935203777,848177.043468549,"10","fill",1,0,0
"4123",4193,1,1,2,1,193,193,0,1,848915.222081289,4,3,0.85,0,0,0.15,1,0,0,0,2,95,5,1,1.16766820093785,0,1,848915.583706629,1,848916.089594341,0.85,0,1,0.63531870603604,0.634785870692403,1,0,0.377380990982497,1,0,1,0,0,1,0,848917.335122336,848917.865828089,1,0,1.33333333333333,0,1,0,0,848917.866960353,848177.043468549,"10","fill",1,1,0
"4124",4194,1,2,1,1,194,194,0,1,848918.313574609,1,4,0,0,0,0,0,0,8,0,2,95,5,1,1.55320219622619,0,1,848918.652947388,2,848920.041752796,0,0,1,0.681503825479022,0.716824914714486,0,0,0.448794932650093,0,0,0,1,0,0,0,848921.672040417,848922.22701453,1,0,1.22222222222222,0,0,1,0,848922.228403674,848177.043468549,"10","extinction",2,0,0
"4125",4195,1,1,2,1,195,195,0,1,848922.515482826,2,4,0,0,0,0,0,0,8,0,2,95,5,1,1.05627108259158,0,1,848922.8728701,1,848923.433880136,0,0,1,0.0809470227219372,0.960650234543485,0,0,0.224984037392768,0,0,0,1,0,0,0,848924.557636186,848925.111817925,1,0,1.11111111111111,0,0,1,0,848925.113167224,848177.043468549,"10","extinction",2,0,0.23609527014462
"4126",4196,1,1,2,1,196,196,0,1,848925.400075223,3,4,0,0,0,0,0,0,8,0,2,95,5,1,1.22316289608619,0,2,848925.758515977,2,848926.248899129,0,0,0,0.853566921565078,0.362664200454599,0,0,0.51976114917737,0,0,0,1,0,0,0,848927.543381312,848928.074985994,1,0,1.11111111111111,0,0,1,0,848928.076371515,848177.043468549,"10","extinction",2,1,6.18925136540826e-06
"4127",4197,1,2,1,1,197,197,0,1,848928.363753127,4,4,0,0,0,0,0,0,8,0,2,95,5,1,1.85064872516049,0,2,848928.727597415,1,848929.193167658,0,0,0,0.634898736195894,0.213058217505634,0,0,0.774157451709617,0,0,0,1,0,0,0,848931.112886799,848931.644310366,1,0,1.22222222222222,0,0,1,0,848931.645661174,848177.043468549,"10","extinction",2,1,3.53486596290899e-06
"4128",4198,1,1,2,1,198,198,0,1,848931.932358478,5,4,0,0,0,0,0,0,8,0,2,95,5,1,1.59946203408069,0,1,848932.297122522,1,848932.825286945,0,0,1,0.09283809143334,0.771038344938911,0,0,0.393921655583144,0,0,0,1,0,0,0,848934.498961915,848935.034002026,1,0,1.33333333333333,0,0,0,0,848935.035406263,848177.043468549,"10","extinction",2,0,0.0782400810995042
"4129",4199,1,1,2,1,199,199,0,1,848935.323548251,6,4,0,0,0,0,0,0,8,0,2,95,5,1,0.727534478105744,0,1,848935.683185263,1,848936.233401513,0,0,1,0.279837932908176,0.454075114370964,0,0,0.819402710329609,0,0,0,1,0,0,0,848937.017648043,848937.552607558,1,0,1.33333333333333,0,0,0,0,848937.554051337,848177.043468549,"10","extinction",2,0,0.0282122115058747
"4130",4200,1,1,2,1,200,200,0,1,848937.841243987,7,4,0,0,0,0,0,0,8,0,2,95,5,1,1.30595160503683,0,2,848938.201918781,2,848938.713578292,0,0,0,0.509678563940919,0.699792238736686,0,0,0.0799076151201616,0,0,0,1,0,0,0,848940.086802168,848940.623158977,1,0,1.33333333333333,0,0,0,0,848940.624553856,848177.043468549,"10","extinction",2,1,2.07014758827653e-06
"4131",4201,1,2,1,1,201,201,0,1,848941.331174657,8,4,0,0,0,0,0,0,8,0,2,95,5,1,0.698744438832374,0,2,848941.687990517,1,848942.21674356,0,0,0,0.567415643013857,0.759212430297883,0,0,0.625154028582114,0,0,0,1,0,0,0,848942.989073699,848943.519554267,1,0,1.44444444444444,0,1,0,0,848943.521174934,848177.043468549,"10","extinction",2,1,1.24129880468787e-06
"4132",4202,1,1,2,1,202,202,0,1,848943.808641972,1,5,0.85,0,0,0.85,0,2,20,1,2,95,5,2,1.0170926919391,0,2,848944.173357719,2,848945.305158849,0,0.85,0,0.287737426609208,0.481522213539288,0,1,0.593313592223813,0,1,1,1,0,2,0,848946.391792581,848946.929409339,1,0,1.44444444444444,0,0,0,0,848946.930147077,848177.043468549,"10","reinstatement",2,1,7.60769686183374e-07
"4133",4203,1,1,2,1,203,203,0,1,848947.385114911,2,5,0.85,0,0,0.85,0,2,20,1,2,95,5,2,0.768318802664877,0,2,848947.74287196,2,848949.000923379,0,0.85,0,0.449455989182587,0.935408562059026,0,0,0.701424814147662,0,0,0,1,0,0,0,848949.844563805,848950.378991147,1,0,1.55555555555556,0,0,0,0,848950.380360368,848177.043468549,"10","reinstatement",2,1,4.75670001403153e-07
"4134",4204,1,2,1,1,204,204,0,1,848950.668031763,3,5,0.85,0,0,0.85,0,2,20,1,2,95,5,3,1.48830813080608,0,2,848951.028971587,1,848952.137244509,0,0.85,0,0.442842957228833,0.582890631106543,0,1,0.794574885144063,0,1,1,1,0,2,0,848953.697709694,848954.229562803,1,0,1.66666666666667,0,0,0,0,848954.23034763,848177.043468549,"10","reinstatement",2,1,3.02801388134526e-07
"4135",4205,1,1,2,1,205,205,0,1,848954.672550555,4,5,0.85,0,0,0.85,0,2,20,1,2,95,5,4,1.43513749769673,0,2,848955.015490976,2,848955.721153684,0,0.85,0,0.00914144539650208,0.209234601440809,0,1,0.120206780196288,0,1,1,1,0,2,0,848957.233834073,848957.765779852,1,0,1.77777777777778,0,0,0,1,848957.766516684,848177.043468549,"10","reinstatement",2,1,1.95848622878095e-07
"4136",4206,1,1,2,1,206,206,0,1,848958.199727303,5,5,0.85,0,0,0.85,0,2,20,1,2,100,5,0,1.81681910637333,0,2,848958.551681462,2,848959.496326104,0,0.85,0,0.564974166033018,0.702060835827592,0,1,0.440744778755675,0,1,1,1,0,2,0,848961.387274694,848961.940985236,1,1,1.77777777777778,2,0,0,1,848963.332837584,848177.043468549,"10","reinstatement",2,1,1.28448026400468e-07
"4137",4207,1,1,2,1,207,207,0,1,848963.84745227,6,5,0.85,0,0,0.85,0,2,20,1,2,100,5,1,0.512697743966771,0,2,848964.206218728,2,848965.032771055,0,0.85,0,0.41952587456005,0.632244529375654,0,1,0.254911044575123,0,1,1,1,0,2,0,848965.607219141,848966.141389904,1,0,1.77777777777778,0,0,0,1,848966.14209806,848177.043468549,"10","reinstatement",2,1,8.52635631424792e-08
"4138",4208,1,1,2,1,208,208,0,1,848966.587051501,7,5,0.85,0,0,0.85,0,2,20,1,2,100,5,1,2.49811930461705,0,1,848966.941610682,1,848967.704738121,0.85,0,1,0.684220802251827,0.444293312525509,1,0,0.77154648263186,0,0,1,1,0,1,1,848970.240665992,848970.287713654,1,0,1.88888888888889,0,0,0,1,848971.052464779,848177.043468549,"10","reinstatement",2,0,0.0108926646925726
"4139",4209,1,1,2,1,209,209,0,1,848971.49295165,8,5,0.85,0,0,0.85,0,2,20,1,2,100,5,2,1.23818314628001,0,2,848971.845601588,2,848972.361073245,0,0.85,0,0.100139218827635,0.578238606879513,0,1,0.388222029439917,0,1,1,1,0,2,0,848973.663787358,848974.218464142,1,0,1.88888888888889,0,0,0,1,848974.219202181,848177.043468549,"10","reinstatement",2,1,3.86923453156995e-08
"4140",4210,1,1,2,1,210,210,0,1,848974.670959469,9,5,0.85,0,0,0.85,0,2,20,1,2,100,5,3,0.526792304417101,0,2,848975.031583853,2,848976.009108521,0,0.85,0,0.950032710479148,0.198299959625592,0,1,0.586833156005182,0,1,1,1,0,2,0,848976.599457503,848977.139931334,1,0,1.88888888888889,0,0,0,1,848977.140613228,848177.043468549,"10","reinstatement",2,1,2.63758200705622e-08
"4141",4211,1,1,2,1,211,211,0,1,848977.574785863,10,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,2.3197675200038,0,2,848977.933821274,2,848979.176334025,0,0.85,0,0.630297861316156,0.668590797296028,0,1,0.342535633856249,0,1,1,1,0,2,0,848981.570181947,848982.107143676,1,0,1.88888888888889,0,0,0,1,848982.107881716,848177.043468549,"10","reinstatement",2,1,1.8093666996094e-08
